feature_name,feature_group,model_role,include_for_audit,target_game_univ_auc,target_game_univ_logloss_lift_pct,target_game_univ_p,target_game_univ_q_fdr,target_game_univ_odds_ratio,target_game_multivar_coef_std,target_game_sign_stability_pct,target_game_perm_importance_pctile,target_game_shap_importance_pctile,target_game_ablation_logloss_delta_pct,target_champ_univ_auc,target_champ_univ_logloss_lift_pct,target_champ_univ_p,target_champ_univ_q_fdr,target_champ_univ_odds_ratio,target_champ_multivar_coef_std,target_champ_sign_stability_pct,target_champ_perm_importance_pctile,target_champ_shap_importance_pctile,target_champ_ablation_logloss_delta_pct,target_roundflags_auc_avg,target_roundflags_perm_importance_pctile,importance_rank_stability_std,cutoff_significance_band,cutoff_univariate_band,cutoff_multivariate_band,cutoff_stability_band,overall_recommendation,recommendation_reason,notes
Season,identity_or_label,id_or_label,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TeamID,identity_or_label,id_or_label,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TeamName,identity_or_label,id_or_label,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ConfAbbrev,identity_or_label,id_or_label,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rs_to_rate,regular_season,feature,1,0.6186537346857808,3.426805538945151,1.5191098397070684e-30,5.3168844389747396e-30,0.6307662118976299,-0.06812685713000224,60.0,42.857142857142854,,0.0044956438443336895,0.6263949843260188,-0.28907746924201555,0.061391113479730426,0.10231852246621738,0.6557748774111158,0.0,0.0,48.57142857142857,,-0.001226165779097605,0.6059250536991063,42.5,3.406925719346234,strong,strong,low,unstable,situational,Useful but target-specific or context-dependent,
rs_or_pct,regular_season,feature,1,0.6274816024568479,3.3347693274943984,1.570200960868926e-29,5.23400320289642e-29,1.5667003683472922,0.16841656324244383,60.0,68.57142857142857,,-0.05151026388808644,0.7464890282131661,6.417148589505422,9.824514852066244e-05,0.00042982252477789817,2.723597424266498,0.15218248264177778,80.0,11.428571428571429,,-0.19394682678128344,0.6322051146723212,32.49999999999999,28.89769074878207,strong,strong,low,unstable,situational,Useful but target-specific or context-dependent,
rs_dr_pct,regular_season,feature,1,0.5249287840880243,0.08542144246628566,0.03536722605775792,0.044209032572197396,1.0815013122088915,0.11294891006435528,80.0,14.285714285714285,,0.007214313051309039,0.5213793103448277,-1.1165392834277323,0.7304788688021899,0.7631868778530342,0.9281542719678881,0.0,0.0,48.57142857142857,,0.0031440624690700194,0.5408626464336902,17.5,18.93530877401652,moderate,near_noise,low,mostly_stable,situational,Mixed evidence; keep for now pending pruning phase,
rs_ft_rate,regular_season,feature,1,0.5477169233582952,0.4500881002014373,1.3354096350595177e-05,1.869573489083325e-05,0.8492678609793857,0.06862535874207751,100.0,52.85714285714286,,-0.00393216529674901,0.5507210031347962,-1.3446879329197712,0.377514696992716,0.4332135867129528,0.824641219338948,-0.035637195634576936,40.0,74.28571428571429,,0.3872111853738088,0.5423266435260904,55.714285714285715,11.635039736067254,strong,weak,useful,stable,situational,Mixed evidence; keep for now pending pruning phase,
rs_ast_to_ratio,regular_season,feature,1,0.6438818613631828,4.557471811746381,1.966775507401308e-38,9.833877537006539e-38,1.7040160742851194,-0.11754276659170829,60.0,81.42857142857143,,0.09074465838141407,0.7031347962382446,2.932967805893041,0.0008865485501631352,0.002386861481208441,1.8429799284409776,0.0,0.0,48.57142857142857,,-0.00011566527510880235,0.6512525821308857,80.71428571428571,18.767282284703384,strong,strong,low,mostly_stable,situational,Useful but target-specific or context-dependent,
rs_opp_fg_pct,regular_season,feature,1,0.615234513605204,3.1556567566884226,6.010982792140039e-28,1.91258543386274e-27,0.6479213103719402,0.0,0.0,27.142857142857142,,-4.576458019439458e-05,0.7139341692789969,3.91236555256116,0.0005673127583433535,0.0018910425278111786,0.4571767405134085,0.0,0.0,48.57142857142857,,0.004843032032042739,0.6474449890410447,55.53571428571429,14.79774355385693,strong,strong,low,unstable,situational,Useful but target-specific or context-dependent,
rs_opp_fg3_pct,regular_season,feature,1,0.5689061874137038,1.135519743017106,1.0473396350226962e-11,1.8328443612897186e-11,0.7721613288342446,0.03713920380072196,40.0,50.0,,-0.035554338529781224,0.6245454545454545,1.0482911776147974,0.016002130955433753,0.032004261910867506,0.5902061129066647,-0.054038777710776434,40.0,70.0,,-0.8915021844007089,0.5786636578613764,61.07142857142857,10.019114385075383,strong,moderate,low,unstable,situational,Useful but target-specific or context-dependent,
rs_opp_ft_pct,regular_season,feature,1,0.5168958292551775,0.016996210554082992,0.08031288914523188,0.0936983706694372,0.9370004736106433,0.0749919998827723,100.0,38.57142857142858,,-0.002574385530670825,0.6024451410658307,-0.6448390280727689,0.11265480620457596,0.15462424381020232,0.7084139884926449,-0.17806164086794365,100.0,77.14285714285715,,0.6140797195790222,0.53361875377737,53.92857142857143,19.418633662885075,weak,near_noise,useful,mostly_stable,situational,Mixed evidence; keep for now pending pruning phase,
rs_opp_fg2_pct,regular_season,feature,1,0.6108555863709343,2.8496179864871327,2.0126735418143053e-25,5.4187364587308215e-25,0.6637043450168739,0.3386832967103444,100.0,94.28571428571428,,0.0616004640919682,0.6912382445141065,2.893549781674117,0.0009784823115047251,0.002536805992790028,0.4710190022849491,-0.050103954570501194,40.0,4.285714285714286,,-0.14292364714061861,0.639749370188302,67.14285714285714,46.16592376425281,strong,moderate,low,unstable,situational,Useful but target-specific or context-dependent,
rs_opp_efg_pct,regular_season,feature,1,0.6212870921665593,3.540189350536427,1.0058361670808827e-30,3.9115850942034334e-30,0.6302709452942318,0.0023032811252087586,40.0,37.142857142857146,,0.00014567558643499367,0.7321003134796238,5.168399694571183,0.00016138463813435613,0.0005945749826002595,0.4230768273690207,-0.010414968277159391,20.0,27.142857142857142,,-0.049148661188755285,0.6543563043250566,56.607142857142854,14.983338251873912,strong,strong,low,unstable,situational,Useful but target-specific or context-dependent,
rs_opp_to_rate,regular_season,feature,1,0.5179831787087166,0.036941942064853205,0.12791651619214706,0.14212946243571895,1.0582667174345106,-0.09083663485626207,60.0,64.28571428571429,,-0.0012287926803350399,0.5188087774294671,-1.9760017778716916,0.95834201982091,0.95834201982091,1.0112718792221127,0.0,0.0,48.57142857142857,,0.006135430376567754,0.516289574153416,54.285714285714285,7.953949089757179,not_significant,near_noise,low,unstable,low_value,Low signal across statistical and predictive checks,
rs_opp_ft_rate,regular_season,feature,1,0.5771863320697599,1.3831579559059728,1.460227935912651e-13,2.7625933922671777e-13,0.7537663939014148,0.42614930089307845,100.0,98.57142857142858,,0.2540416701929292,0.6554075235109718,1.2691276891331207,0.019610776741594015,0.03813206588643281,0.5721291004548495,0.0,0.0,48.57142857142857,,0.003112214354461338,0.607785605229255,43.57142857142857,30.413812651491106,strong,moderate,situational,unstable,situational,Useful but target-specific or context-dependent,
lms_slope,engineered_lms,feature,1,0.5825082956237876,1.3857278947836662,3.434310127081828e-14,6.868620254163657e-14,0.7476019502460526,0.10958215346762819,80.0,60.0,,-0.08442071697847134,0.6374294670846395,0.512763726420879,0.06398249318918829,0.10415754705216698,0.6834721386950127,0.026194336131678347,20.0,8.571428571428571,,-0.285185152692389,0.584940463963339,66.42857142857143,31.71138982917588,strong,moderate,low,unstable,situational,Useful but target-specific or context-dependent,
lms_r2,engineered_lms,feature,1,0.5545591757672053,0.4392517428193729,1.642919032216257e-06,2.555651827891955e-06,1.197384223174152,0.10858724225650034,80.0,45.714285714285715,,0.029455372743307683,0.5960815047021943,-0.08762297946790507,0.10188562303259771,0.1426398722456368,1.4355965232917045,0.01584418740059997,20.0,67.14285714285714,,-0.058446978311742045,0.550134836227097,40.0,14.309504001254016,strong,weak,low,stable,situational,Mixed evidence; keep for now pending pruning phase,
lms_residual_std,engineered_lms,feature,1,0.5327474124845626,0.25382738147162676,0.0003564367679120031,0.0004707655425252871,1.142945012080292,0.1131685039887332,60.0,65.71428571428571,,0.1382804117518101,0.5955799373040753,-0.479140636989549,0.1456216110946064,0.19602909185812398,1.3532903013849973,0.06944736626489925,60.0,78.57142857142857,,-0.23241456489577125,0.5312097485875942,68.57142857142857,6.7511651803608705,strong,weak,situational,unstable,situational,Useful but target-specific or context-dependent,
lms_consistency,engineered_lms,feature,1,0.5559099085969191,0.46198820160244486,6.921372135337735e-07,1.101127385167367e-06,0.8293000440331573,-0.07846265121786254,80.0,40.0,,-0.001992197240169865,0.5960815047021943,0.2301050037352589,0.08429061586690531,0.12292381480590357,0.6503596639971757,-5.435542974987498e-06,20.0,65.71428571428571,,0.0017439354094613401,0.550134836227097,53.92857142857142,12.872015207814353,strong,weak,low,stable,situational,Mixed evidence; keep for now pending pruning phase,
lms_margin_vs_weak_surplus,engineered_lms,feature,1,0.5683375079360317,0.9827673880917017,7.72046325529091e-11,1.3181278728545457e-10,1.280482980089873,-0.07493180509208536,100.0,54.285714285714285,,0.0776037441222687,0.6848275862068965,2.2472692185557532,0.008700775416513469,0.01845619027745281,1.741788167071353,0.2357171416156346,100.0,12.857142857142856,,-0.8144554045536514,0.5693164317990062,31.428571428571427,20.75119863761993,strong,moderate,low,mostly_stable,situational,Useful but target-specific or context-dependent,
