feature_name,feature_group,model_role,include_for_audit,target_game_univ_auc,target_game_univ_logloss_lift_pct,target_game_univ_p,target_game_univ_q_fdr,target_game_univ_odds_ratio,target_game_multivar_coef_std,target_game_sign_stability_pct,target_game_perm_importance_pctile,target_game_shap_importance_pctile,target_game_ablation_logloss_delta_pct,target_champ_univ_auc,target_champ_univ_logloss_lift_pct,target_champ_univ_p,target_champ_univ_q_fdr,target_champ_univ_odds_ratio,target_champ_multivar_coef_std,target_champ_sign_stability_pct,target_champ_perm_importance_pctile,target_champ_shap_importance_pctile,target_champ_ablation_logloss_delta_pct,target_roundflags_auc_avg,target_roundflags_perm_importance_pctile,importance_rank_stability_std,cutoff_significance_band,cutoff_univariate_band,cutoff_multivariate_band,cutoff_stability_band,overall_recommendation,recommendation_reason,notes
Season,identity_or_label,id_or_label,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TeamID,identity_or_label,id_or_label,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TeamName,identity_or_label,id_or_label,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ConfAbbrev,identity_or_label,id_or_label,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rs_opp_ast,regular_season,feature,1,0.5533051279743152,0.5354125327121327,2.167068355836219e-06,3.297712715402942e-06,0.8368190913584359,-0.08434494522579768,100.0,20.0,,-0.10651531643190996,0.5665360501567398,-0.7377224943216268,0.33379857836122995,0.3894316747547683,0.8077728328819069,0.0,0.0,48.57142857142857,,0.0038268941333134054,0.5866215093161911,46.07142857142857,15.8234842263398,strong,weak,low,unstable,situational,Mixed evidence; keep for now pending pruning phase,
rs_opp_to,regular_season,feature,1,0.5198554392001147,0.0849748860346157,0.042216140408139514,0.051844382957364314,1.0785762595041843,0.008911346387167684,20.0,41.42857142857143,,-0.033993178303254316,0.5249686520376176,-1.6730811692654384,0.42281792926623607,0.4773750814296214,1.182770675431297,0.0,0.0,48.57142857142857,,0.004449784206918792,0.5157413376457565,45.892857142857146,3.608439182435159,weak,near_noise,low,unstable,situational,Mixed evidence; keep for now pending pruning phase,
rs_opp_stl,regular_season,feature,1,0.5470236964070793,0.5079607286484503,4.637891771327025e-06,6.625559673324322e-06,0.841810009302713,-0.13540660399676294,100.0,17.142857142857142,,-0.2935842645147312,0.5541222570532915,-0.5373049956204203,0.2874261556595168,0.3468936361407961,1.247945741520435,0.13920244425388228,80.0,87.14285714285714,,-0.19978457523825136,0.5408141000551254,63.92857142857143,35.65530844640336,strong,weak,low,unstable,situational,Mixed evidence; keep for now pending pruning phase,
rs_opp_blk,regular_season,feature,1,0.5081389273485772,-0.04399950573395099,0.9645071621887841,0.9645071621887841,1.0016545667646897,0.25536994110404077,100.0,61.42857142857143,,-1.0750900284738383,0.5458307210031348,-0.575946591790732,0.1885929819833786,0.2444723840525278,1.3074370066683332,0.20981943709763212,100.0,92.85714285714286,,1.3112707467529021,0.5349870211873392,51.42857142857143,21.618208500602222,not_significant,near_noise,core_level,mostly_stable,situational,Mixed evidence; keep for now pending pruning phase,
rs_opp_pf,regular_season,feature,1,0.5210468560455058,0.05122474755469943,0.11556980097223819,0.13262108308289627,0.9431420313133609,-0.08672752903519966,60.0,70.0,,-0.20462940489350195,0.5344043887147336,-0.7780098564200926,0.6780767623671551,0.7191723237227402,0.9147705922449286,-0.2038464674294007,80.0,97.14285714285714,,-0.2494428037183602,0.5195062494764591,68.21428571428572,16.211033867326876,not_significant,near_noise,low,mostly_stable,low_value,Low signal across statistical and predictive checks,
rs_win_pct,regular_season,feature,1,0.6758298362403141,8.103697128145809,7.900596556487418e-62,5.0276523541283573e-61,2.0891925136680203,0.07444255403293723,100.0,4.285714285714286,,-0.01735969648200885,0.872742946708464,15.352497833400532,1.620036993791707e-08,1.890043159423658e-07,4.55004252298989,0.0,0.0,48.57142857142857,,0.0028429236766917285,0.77370098000001,48.92857142857142,25.67208839282421,strong,strong,low,unstable,situational,Useful but target-specific or context-dependent,
rs_fg_pct,regular_season,feature,1,0.6112275618081722,2.9719978845414055,2.7339349368642616e-26,7.973976899187429e-26,1.5253829835526105,0.048935197697749386,40.0,5.714285714285714,,0.005403786870270802,0.7342006269592476,6.176803558038885,1.9488877830095395e-05,9.744438915047696e-05,2.4081021127840843,0.05922648210239327,40.0,5.714285714285714,,-0.1255694753072057,0.6646644600518762,45.17857142857143,22.78471598051916,strong,strong,low,mostly_stable,situational,Useful but target-specific or context-dependent,
rs_fg3_pct,regular_season,feature,1,0.5567310169884659,0.6897828147683839,3.33760443294059e-08,5.433309541996309e-08,1.2320359033294161,-0.19055210553405724,100.0,75.71428571428571,,0.020314623210307737,0.6803918495297807,2.608336165482666,0.0021078539346948547,0.004918325847621328,1.9665594350470077,0.0809932649237075,60.0,2.857142857142857,,-0.3166809061719262,0.5871623134163114,18.928571428571427,38.27765106989418,strong,moderate,low,unstable,situational,Useful but target-specific or context-dependent,
rs_ft_pct,regular_season,feature,1,0.5366200530481744,0.18692093688085046,0.0008908356616869704,0.0011547869688534802,1.1321551406303225,0.1789361948852965,100.0,67.14285714285714,,0.02470675029011846,0.6265203761755487,-0.3421948360920842,0.07697816944412562,0.11714069263236508,1.471096130177477,0.45412208878786514,100.0,95.71428571428572,,-1.0279555259613784,0.5499246796176305,59.285714285714285,19.17073307942921,strong,near_noise,low,mostly_stable,situational,Mixed evidence; keep for now pending pruning phase,
rs_fg2_pct,regular_season,feature,1,0.5951568893327828,2.1820503780704996,4.953578990171862e-20,1.1956914803863115e-19,1.4314499166219703,-0.04047435348072005,40.0,44.285714285714285,,-0.03558327824663422,0.6811442006269592,2.5955540463390747,0.000880322895693164,0.002386861481208441,1.9469603950749448,0.0529679741686662,20.0,1.4285714285714286,,-0.9613463258152709,0.6365309258175205,34.64285714285714,22.48298676505306,strong,moderate,low,mostly_stable,situational,Useful but target-specific or context-dependent,
rs_efg_pct,regular_season,feature,1,0.6001606971991345,2.3102976515399702,2.304355591272265e-21,5.760888978180662e-21,1.4487162178647932,0.18037813738408076,80.0,88.57142857142857,,-0.022252260381576613,0.7063479623824451,4.848566700227221,0.000127224289513847,0.0004947611258871829,2.295867655880983,0.007850089609736304,20.0,15.714285714285714,,-0.04009512834535005,0.646554127843417,54.464285714285715,36.45321878605435,strong,strong,low,unstable,situational,Useful but target-specific or context-dependent,
