Season,TeamName,Tempo,RankTempo,AdjTempo,RankAdjTempo,OE,RankOE,AdjOE,RankAdjOE,DE,RankDE,AdjDE,RankAdjDE,AdjEM,RankAdjEM,Seed
2026,Illinois Chicago,67,247,66.3,231,108.8,167,110.4,149,104.1,78,104.3,83,6.1,72,
2026,Illinois St.,67.6,216,66.7,221,109.9,139,110.5,146,102.1,47,103.9,75,6.6,70,
2026,Incarnate Word,65.4,320,65.5,283,107.5,194,108.8,177,114.8,323,117.3,325,-8.5,181,
2026,Indiana,66.6,261,66.1,250,115.7,55,120.3,42,107.6,150,103.2,65,17.1,32,
2026,Indiana St.,68.3,183,68,138,103.3,282,106.2,224,107.7,152,109.1,171,-2.9,135,
2026,Iona,68.5,174,68.7,103,106.2,225,104,270,105,93,111.7,228,-7.7,173,
2026,Iowa,63.4,363,63,357,118.2,35,121.7,31,103.9,74,99.3,30,22.4,15,9
2026,Iowa St.,68.2,191,66.5,225,119.6,20,123.8,21,96,4,91.4,4,32.4,2,2
2026,IU Indy,75,4,73.2,3,107.4,198,105.4,244,118.5,351,119.3,343,-13.9,208,
2026,Jackson St.,71.1,50,69.4,72,98,342,100,324,116.5,341,118.8,339,-18.8,222,
2026,Jacksonville,65.2,329,63.3,349,105.8,234,103,285,114,309,114.5,286,-11.5,195,
2026,Jacksonville St.,65.8,305,65.3,288,105.7,239,105.1,253,106.6,127,108.5,157,-3.4,139,
2026,James Madison,67,246,66,256,110.6,126,109.1,170,110,219,113,254,-3.9,140,
2026,Kansas,68.2,190,67.6,164,109.8,142,118.3,57,100.8,34,93.9,10,24.4,11,4
2026,Kansas City,71.4,33,69.8,56,93.4,361,92,361,118.1,349,117.1,318,-25.1,229,
2026,Kansas St.,73.8,7,72.6,6,107.7,191,113.2,103,111.1,247,106.3,116,6.9,65,
2026,Kennesaw St.,71.9,27,71.2,19,111,123,110.6,143,108.2,170,110.1,194,0.5,109,14
2026,Kent St.,72.1,24,70.2,35,112.9,90,111.8,121,109.7,212,110.3,199,1.5,98,
2026,Kentucky,69.8,100,68.3,124,115.8,53,120.5,39,105.8,107,99,27,21.5,15,7
2026,La Salle,66.4,280,65.8,266,100.8,318,105.7,238,112.7,284,111.5,224,-5.8,150,
2026,Lafayette,66.9,249,66.7,215,102.9,291,100.7,316,112.1,272,115.9,306,-15.2,202,
2026,Lamar,65.8,303,65.6,275,103.5,280,103.1,284,106.4,121,109.4,178,-6.3,152,
2026,Le Moyne,69.2,136,69.5,70,104.9,253,102,301,106.5,125,113.8,270,-11.8,187,
2026,Lehigh,66.6,265,66.9,205,105.1,249,102.7,290,108.4,175,113.1,257,-10.4,180,16
2026,Liberty,64.6,338,63.9,339,116.9,47,117.6,58,110.6,231,113.7,268,3.9,80,
2026,Lindenwood,73,11,72.4,8,101.8,307,100.5,319,102.8,58,109,165,-8.5,166,
2026,Lipscomb,70.5,75,69.3,74,110.2,135,106.9,214,108.8,188,109.7,188,-2.8,126,
2026,Little Rock,67.6,217,66.6,223,102.1,304,102.7,289,109.8,215,115.7,302,-13,189,
2026,LIU,68.1,193,67.8,154,108.4,174,105.6,239,103.6,70,109.6,186,-4,134,16
2026,Long Beach St.,70.9,59,68.5,117,102.2,303,105.6,241,110.2,224,111.3,218,-5.7,146,
2026,Longwood,69.4,121,68.4,122,106.1,226,103.4,278,106.9,134,112.6,248,-9.2,165,
2026,Louisiana,64.1,352,63.2,353,99.5,332,100.1,322,110,218,113.4,260,-13.3,188,
2026,Louisiana Monroe,70.7,66,70.1,39,100.5,321,101.2,311,119.7,358,122.2,360,-21,206,
2026,Louisiana Tech,64.7,337,64.3,332,103.8,277,102.9,287,103.9,75,105.8,110,-2.9,126,
2026,Louisville,71,55,69.6,62,119.1,25,124.1,19,102.1,46,98.6,25,25.5,9,6
2026,Loyola Chicago,65.9,301,65.5,276,101.2,314,103.3,280,114.8,322,113.5,264,-10.2,168,
2026,Loyola Marymount,68.1,194,66.9,201,105.1,250,106.5,222,105.3,99,105.8,108,0.7,104,
2026,Loyola MD,68.1,192,68.2,129,106.3,224,104.2,266,113.4,300,119,341,-14.8,186,
2026,LSU,68.7,163,66.6,224,115.5,56,119.8,48,111.7,262,106.6,122,13.2,38,
2026,Maine,64.9,333,64.7,316,94.6,358,91.6,363,105.6,102,111.9,235,-20.3,196,
2026,Manhattan,68.1,195,67.8,146,105.2,246,104.4,263,115.2,328,120.8,351,-16.4,187,
2026,Marist,66.5,274,66.3,235,103.1,285,99.6,328,95.9,3,102.6,58,-3,124,
2026,Marquette,70.1,91,68.9,97,106.1,228,111.8,120,106.8,133,102.2,56,9.6,51,
2026,Marshall,70.7,68,69.3,75,114,72,112,118,111.6,261,115.2,297,-3.2,124,
2026,Maryland,66.7,259,66.1,247,104,272,111.1,133,114.7,321,106.9,127,4.2,73,
2026,Maryland Eastern Shore,64.4,344,63.1,356,95.2,356,94.6,358,108.9,192,115.5,300,-20.9,193,
2026,Massachusetts,71.2,47,69.9,48,109.9,140,108.7,178,108.5,178,111.3,216,-2.6,119,
2026,McNeese,66.5,277,66.2,246,114.8,64,114.3,91,99.8,27,101.8,49,12.5,41,12
2026,Memphis,71.4,36,70.2,37,104.5,263,107.2,208,106.5,124,104.7,88,2.5,80,
2026,Mercer,69.5,117,68.9,92,115.4,59,111.8,122,111.7,264,113.7,269,-1.9,114,
2026,Mercyhurst,64.6,339,64.8,313,103.7,278,101.2,309,104.6,85,111.9,231,-10.7,163,
2026,Merrimack,63.8,359,63.4,348,106.6,218,106.5,220,103.1,64,107.4,137,-0.9,106,
2026,Miami FL,69.3,128,67.6,169,118,38,121.4,33,103.1,65,100.7,38,20.7,15,7
2026,Miami OH,71.3,42,69.9,44,120,17,116.8,70,105,92,108.5,156,8.3,52,11
2026,Michigan,71.3,39,70.9,22,121.1,11,126.6,8,97.3,10,89,1,37.6,1,1
2026,Michigan St.,66.8,253,66,252,117.2,42,123,24,101.4,40,94.7,13,28.3,2,3
2026,Middle Tennessee,66.6,262,65.8,268,107.9,189,109.1,171,109.3,202,109.8,189,-0.7,101,
2026,Milwaukee,69.1,143,67.3,180,108.2,178,106.5,221,115.7,333,115.3,299,-8.8,145,
2026,Minnesota,63,365,62.5,362,110,138,114.6,88,108,165,103.7,72,10.9,42,
2026,Mississippi,68.3,187,66.3,234,109.2,154,114.1,92,109.3,204,101.4,46,12.7,36,
2026,Mississippi St.,71.5,32,69.6,64,107.4,200,112.7,109,112.9,290,105.7,105,7,52,
2026,Mississippi Valley St.,69.7,106,67,199,90.6,364,90.3,364,119.2,356,121.7,356,-31.4,185,
2026,Missouri,68.4,180,66.2,244,115.5,58,119.5,50,109.8,213,104.1,78,15.4,28,10
2026,Missouri St.,66.3,283,65.5,284,108.7,169,108.9,174,110.3,226,112.1,237,-3.2,108,
2026,Monmouth,67.2,237,67.1,196,105.8,232,106.1,227,104.4,81,107,129,-0.9,97,
2026,Montana,71.1,51,69.6,66,106.8,212,106.7,217,109.1,199,108.5,154,-1.8,100,
2026,Montana St.,67.4,226,65.8,264,111.4,112,111,135,108.1,169,108,144,3,71,
2026,Morehead St.,66.8,251,65.3,289,107,207,106.9,215,111.8,266,117.2,321,-10.3,143,
2026,Morgan St.,70.7,64,70.7,24,100.8,316,99.4,334,113,292,121.2,353,-21.8,173,
2026,Mount St. Mary's,67.7,215,67.5,173,100.1,326,99.4,332,104.3,79,109,169,-9.6,140,
2026,Murray St.,72.3,23,71.5,14,115.2,60,116.3,73,110.6,232,112.2,240,4.1,65,
2026,N.C. State,69.6,114,69.1,86,119,26,124.1,20,108.9,193,104.5,86,19.6,15,11
2026,Navy,65.2,327,65.1,300,112.6,94,107.4,203,98.5,18,105.5,102,1.9,75,
2026,Nebraska,67.3,232,66.7,218,113.8,74,118.5,55,97.8,13,92.4,7,26.1,4,4
2026,Nebraska Omaha,68.6,166,67,198,107.3,201,106.1,225,112.8,287,114.1,278,-8,130,
2026,Nevada,66.8,252,66.1,249,112.4,96,115.7,79,105.5,101,104.4,85,11.3,37,
2026,New Hampshire,67.2,236,67.4,177,96.5,348,95.3,355,110.8,237,116,307,-20.7,164,
2026,New Haven,63.5,360,63.3,351,96.8,346,96.1,350,106.2,114,112.2,241,-16.1,154,
2026,New Mexico,70.5,77,69.8,57,114,71,117.1,64,101.8,42,101.3,44,15.8,24,
2026,New Mexico St.,67.3,235,66.9,203,108.9,164,108.7,179,108.5,177,110.3,200,-1.6,91,
2026,New Orleans,69.6,110,69.7,60,106.3,223,109.7,157,111,242,111.9,234,-2.2,95,
2026,Niagara,63.1,364,62.1,365,100.2,325,99.6,327,113.1,293,118.1,331,-18.5,155,
2026,Nicholls,68.3,184,68.2,130,104.1,268,105.8,235,110.5,230,112,236,-6.2,113,
2026,NJIT,67.9,209,67.8,150,97.6,343,96.5,348,108.3,172,113.4,262,-16.9,150,
2026,Norfolk St.,69.1,142,68.2,128,103.4,281,101.4,308,107.8,161,116.7,316,-15.3,149,
2026,North Alabama,65.6,315,64.8,312,102.6,298,99.5,329,117.9,348,118.8,338,-19.3,154,
2026,North Carolina,68.8,161,67.9,143,115.7,54,121.4,32,104,77,100.5,37,20.9,11,6
2026,North Carolina A&T,69.1,141,68.5,118,106.4,221,105.2,251,113.3,297,116.2,309,-11,136,
2026,North Carolina Central,66.7,260,65.7,270,101.3,311,100.1,323,115,325,121.2,354,-21.1,153,
2026,North Dakota,69.2,131,67.2,189,106.7,215,106.8,216,114.3,314,116.3,311,-9.5,128,
2026,North Dakota St.,68,198,66.3,237,114.6,67,111.7,124,102.6,54,106.6,124,5.1,53,14
2026,North Florida,72,25,70.4,31,106.7,213,106.9,213,123.6,363,124.4,363,-17.5,147,
2026,North Texas,66,295,65,306,102.6,299,103.4,279,100.9,35,100.9,39,2.5,64,
2026,Northeastern,69.7,109,69.6,67,107.1,206,107.5,199,115.9,335,118.1,330,-10.6,131,
2026,Northern Arizona,65.5,317,63.8,341,104,271,105.1,254,118.9,353,119.6,344,-14.5,141,
2026,Northern Colorado,70,93,68.7,105,113.6,82,112.3,115,109.6,211,110.4,201,1.9,69,
2026,Northern Illinois,69,151,67.4,178,96.3,351,97,344,114.1,310,114.3,281,-17.3,141,
2026,Northern Iowa,63.4,362,62.3,363,108.1,183,110,153,97.1,9,98.2,24,11.8,32,12
2026,Northern Kentucky,70.9,60,70.2,38,113.6,80,109.5,162,110.2,225,110.1,195,-0.6,83,
2026,Northwestern,65.3,322,65,304,111.5,111,117.5,60,110.1,221,104.1,77,13.4,27,
2026,Northwestern St.,65.2,330,64.7,315,101.1,315,102.2,297,111.5,258,112.5,246,-10.3,124,
2026,Notre Dame,66.7,256,65.9,261,109.7,145,115.5,80,110.9,239,106.6,125,8.9,37,
2026,Oakland,71.1,48,69.8,53,114.6,66,115.2,82,116.5,339,115,295,0.2,78,
2026,Ohio,70.3,80,68.8,99,108,184,107.9,192,112.5,278,113.5,263,-5.6,102,
2026,Ohio St.,66.6,263,66.1,251,118.3,34,124.3,17,108.3,171,102.1,54,22.2,9,8
2026,Oklahoma,68.4,177,66.2,240,120.3,14,124.2,18,111.9,270,105.8,109,18.4,15,
2026,Oklahoma St.,74.1,6,72,9,112.4,97,120.1,45,111.1,246,107.5,138,12.6,28,
2026,Old Dominion,70.3,83,68.9,91,107.2,205,106,229,110.9,240,113,253,-7,103,
2026,Oral Roberts,69.2,133,67.7,157,103,288,102,300,114.5,318,114.9,292,-12.9,126,
2026,Oregon,66.5,273,65.9,262,105.8,233,111.6,128,111.2,248,104.6,87,7,40,
2026,Oregon St.,66.2,288,65.1,299,105.9,231,109.2,167,110.6,233,109.8,190,-0.6,76,
2026,Pacific,65.8,302,64.3,331,107.9,187,110.7,142,105.7,105,105.3,99,5.4,45,
2026,Penn,68.8,158,69,87,107.4,199,107.4,204,105.7,106,105.9,111,1.5,63,14
2026,Penn St.,67.5,222,67.4,176,109.5,149,114,94,117.7,346,111.9,230,2.1,59,
2026,Pepperdine,69.4,119,68.6,112,100.2,324,105.2,250,113.8,306,113.4,261,-8.2,106,
