model_name,avg_points,avg_max_points,avg_points_pct,avg_point_gap,avg_winner_set_error
rf_raw,100.0,192.0,0.5208333333333334,92.0,41.333333333333336
gbm_raw,99.0,192.0,0.515625,93.0,40.0
rf_sigmoid,98.33333333333333,192.0,0.5121527777777778,93.66666666666667,41.333333333333336
gbm_sigmoid,92.33333333333333,192.0,0.48090277777777773,99.66666666666667,41.333333333333336
locked_baseline_sigmoid,91.66666666666667,192.0,0.4774305555555556,100.33333333333333,45.333333333333336
logreg_raw,91.66666666666667,192.0,0.4774305555555556,100.33333333333333,45.333333333333336
logreg_sigmoid,91.66666666666667,192.0,0.4774305555555556,100.33333333333333,45.333333333333336
logreg_isotonic,89.66666666666667,192.0,0.46701388888888884,102.33333333333333,45.333333333333336
